"","Corr","stdev","Levels","N","Bias","SD","RMSE","effect","eta2p","ES","Design"
"40",0.5,5,5,20,0.03064343026,0.058057651078572,0.0656483866280101,0.12155252026,0.09090909,"ges","RM1"
"41",0.7,5,5,20,0.026018948114,0.0532233387400334,0.0592428008081603,0.116928038114,0.09090909,"ges","RM1"
"42",0.9,5,5,20,0.026254674362,0.0529982731327348,0.0591449480590407,0.117163764362,0.09090909,"ges","RM1"
"43",0,3,5,20,0.028817944566,0.0638381754850442,0.070041320506315,0.171675084566,0.14285714,"ges","RM1"
"44",0.1,3,5,20,0.027893001125,0.0641980607286942,0.0699957892525283,0.170750141125,0.14285714,"ges","RM1"
"45",0.3,3,5,20,0.026509007635,0.0635667420180864,0.0688727680334284,0.169366147635,0.14285714,"ges","RM1"
"46",0.5,3,5,20,0.028204644518,0.0598913732401182,0.0662002912453857,0.171061784518,0.14285714,"ges","RM1"
"47",0.7,3,5,20,0.024289330942,0.0611524727969121,0.0657996696556075,0.167146470942,0.14285714,"ges","RM1"
"48",0.9,3,5,20,0.028477082924,0.0582379373305575,0.0648274756286123,0.171334222924,0.14285714,"ges","RM1"
"49",0,1,5,20,0.011904237597,0.0703362090558858,0.0713364785864784,0.345237567597,0.33333333,"ges","RM1"
"50",0.1,1,5,20,0.013531683691,0.0674054297092377,0.0687502612198693,0.346865013691,0.33333333,"ges","RM1"
"51",0.3,1,5,20,0.010603545886,0.0624795869368685,0.0633729750694901,0.343936875886,0.33333333,"ges","RM1"
"52",0.5,1,5,20,0.00634286145900004,0.0624406900290859,0.0627620240495513,0.339676191459,0.33333333,"ges","RM1"
"53",0.7,1,5,20,0.010363893536,0.0646267869770287,0.065452516255678,0.343697223536,0.33333333,"ges","RM1"
"54",0.9,1,5,20,0.00688904000599999,0.0687998757688393,0.0691439207596156,0.340222370006,0.33333333,"ges","RM1"
"55",0,5,6,20,0.032110327307,0.0579507205947421,0.0662522387335895,0.159383027307,0.1272727,"ges","RM1"
"56",0.1,5,6,20,0.027842416876,0.057454178020173,0.0638449900107338,0.155115116876,0.1272727,"ges","RM1"
"57",0.3,5,6,20,0.031005894952,0.0563423254302219,0.0643103658569868,0.158278594952,0.1272727,"ges","RM1"
"58",0.5,5,6,20,0.029352588518,0.055001823569384,0.0623440057155832,0.156625288518,0.1272727,"ges","RM1"
"59",0.7,5,6,20,0.026562949341,0.0552039593107384,0.0612622836766162,0.153835649341,0.1272727,"ges","RM1"
"60",0.9,5,6,20,0.02509275679,0.055080083274551,0.060526539772678,0.15236545679,0.1272727,"ges","RM1"
"61",0,3,6,20,0.026810111171,0.0654122490846025,0.0706933122106148,0.222340811171,0.1955307,"ges","RM1"
"62",0.1,3,6,20,0.027623274261,0.0644082092786186,0.0700818286246638,0.223153974261,0.1955307,"ges","RM1"
"63",0.3,3,6,20,0.026898486959,0.0626392626209585,0.068170417501882,0.222429186959,0.1955307,"ges","RM1"
"64",0.5,3,6,20,0.025655347158,0.0591854349625226,0.064506686083696,0.221186047158,0.1955307,"ges","RM1"
"65",0.7,3,6,20,0.024085334169,0.0607025085902678,0.0653061855507113,0.219616034169,0.1955307,"ges","RM1"
"66",0.9,3,6,20,0.018415456679,0.0591374693339584,0.0619384317199022,0.213946156679,0.1955307,"ges","RM1"
"67",0,1,6,20,0.00716365257499996,0.060318234857722,0.0607421383766378,0.428850352575,0.4216867,"ges","RM1"
"68",0.1,1,6,20,0.00604281316299998,0.0589331091451424,0.059242104490271,0.427729513163,0.4216867,"ges","RM1"
"69",0.3,1,6,20,0.00308217530499999,0.0566036946559928,0.0566875476036812,0.424768875305,0.4216867,"ges","RM1"
"70",0.5,1,6,20,0.003735098188,0.0612550663327763,0.0613688366347842,0.425421798188,0.4216867,"ges","RM1"
"71",0.7,1,6,20,0.00299147716799997,0.0628459180254898,0.0629170751713177,0.424678177168,0.4216867,"ges","RM1"
"72",0.9,1,6,20,0.010234726663,0.0706091338347798,0.0713470350523704,0.431921426663,0.4216867,"ges","RM1"
"73",0,5,3,26,0.022152228847,0.0431850541430815,0.0485352464115589,0.054410288847,0.03225806,"ges","RM1"
"74",0.1,5,3,26,0.021926310253,0.0442526040275475,0.0493868003066581,0.054184370253,0.03225806,"ges","RM1"
"75",0.3,5,3,26,0.023253961675,0.0445311188463434,0.0502371105786303,0.055512021675,0.03225806,"ges","RM1"
"76",0.5,5,3,26,0.020257037045,0.0426177662976226,0.0471870909682011,0.052515097045,0.03225806,"ges","RM1"
"77",0.7,5,3,26,0.018665023914,0.0400808909222107,0.0442138093227483,0.050923083914,0.03225806,"ges","RM1"
"78",0.9,5,3,26,0.018464769776,0.0396148079754496,0.0437067584454902,0.050722829776,0.03225806,"ges","RM1"
"79",0,3,3,26,0.022263996412,0.0526911197808788,0.0572017450782445,0.074895576412,0.05263158,"ges","RM1"
"80",0.1,3,3,26,0.020069524518,0.0509180231856559,0.0547305298669179,0.072701104518,0.05263158,"ges","RM1"
"81",0.3,3,3,26,0.018222624283,0.0491661475940845,0.0524344743942635,0.070854204283,0.05263158,"ges","RM1"
"82",0.5,3,3,26,0.019359098749,0.0488986629887819,0.0525913866185709,0.071990678749,0.05263158,"ges","RM1"
"83",0.7,3,3,26,0.016511764128,0.0482369062871253,0.0509846789023096,0.069143344128,0.05263158,"ges","RM1"
"84",0.9,3,3,26,0.016729050755,0.0455422468189147,0.0485175987089047,0.069360630755,0.05263158,"ges","RM1"
"85",0,1,3,26,0.012579774268,0.0721520103081749,0.0732404486069332,0.155436914268,0.14285714,"ges","RM1"
"86",0.1,1,3,26,0.012254526588,0.0685134516764653,0.0696007649564238,0.155111666588,0.14285714,"ges","RM1"
"87",0.3,1,3,26,0.00734366325900002,0.0606209898933982,0.0610641777617375,0.150200803259,0.14285714,"ges","RM1"
"88",0.5,1,3,26,0.00856220332400001,0.056165834950191,0.0568147194080338,0.151419343324,0.14285714,"ges","RM1"
"89",0.7,1,3,26,0.00731610402900001,0.0506711380405898,0.0511965780935763,0.150173244029,0.14285714,"ges","RM1"
"90",0.9,1,3,26,0.00323685845800001,0.0433164647374094,0.0434372348340034,0.146093998458,0.14285714,"ges","RM1"
"91",0,5,4,26,0.023439430465,0.0468871152330214,0.052419542876662,0.082262960465,0.05882353,"ges","RM1"
"92",0.1,5,4,26,0.02406960067,0.0474567144745377,0.0532117038360083,0.08289313067,0.05882353,"ges","RM1"
"93",0.3,5,4,26,0.022990177457,0.0458178770407143,0.0512623264788321,0.081813707457,0.05882353,"ges","RM1"
"94",0.5,5,4,26,0.021155444339,0.044947804284659,0.0496775395444715,0.079978974339,0.05882353,"ges","RM1"
"95",0.7,5,4,26,0.019829258936,0.0421835902929439,0.0466117453004485,0.078652788936,0.05882353,"ges","RM1"
"96",0.9,5,4,26,0.020031980255,0.0439152465074269,0.0482683033547356,0.078855510255,0.05882353,"ges","RM1"
"97",0,3,4,26,0.020128384194,0.0523772713643017,0.0561117670888287,0.114468004194,0.09433962,"ges","RM1"
"98",0.1,3,4,26,0.019404812977,0.0559200727127663,0.0591912265363154,0.113744432977,0.09433962,"ges","RM1"
"99",0.3,3,4,26,0.018842717525,0.0541355005844256,0.0573210295376251,0.113182337525,0.09433962,"ges","RM1"
"100",0.5,3,4,26,0.015241395096,0.0514082899164006,0.0536200745672837,0.109581015096,0.09433962,"ges","RM1"
"101",0.7,3,4,26,0.015623595504,0.0491720918787811,0.0515944895915049,0.109963215504,0.09433962,"ges","RM1"
"102",0.9,3,4,26,0.013834011459,0.0458894941686056,0.0479293808440942,0.108173631459,0.09433962,"ges","RM1"
"103",0,1,4,26,0.008954844903,0.0685640528852929,0.0691463563414156,0.247050084903,0.23809524,"ges","RM1"
"104",0.1,1,4,26,0.00798049911299997,0.0675514810706104,0.068021253744147,0.246075739113,0.23809524,"ges","RM1"
"105",0.3,1,4,26,0.00788207414299999,0.0613880383900223,0.061891989386112,0.245977314143,0.23809524,"ges","RM1"
"106",0.5,1,4,26,0.00312876837199999,0.0570129685481605,0.0570987545766032,0.241224008372,0.23809524,"ges","RM1"
"107",0.7,1,4,26,0.000422232485999985,0.0549764031307708,0.0549780245322552,0.238517472486,0.23809524,"ges","RM1"
"108",0.9,1,4,26,0.00377329574999999,0.0536553175394831,0.0537878319053644,0.24186853575,0.23809524,"ges","RM1"
"109",0,5,5,26,0.023642617123,0.0501433327504952,0.0554375970236054,0.114551707123,0.09090909,"ges","RM1"
"110",0.1,5,5,26,0.021657772284,0.0478494609841809,0.0525226619354184,0.112566862284,0.09090909,"ges","RM1"
"111",0.3,5,5,26,0.018858727061,0.0481438719891159,0.0517057443275472,0.109767817061,0.09090909,"ges","RM1"
"112",0.5,5,5,26,0.021759108319,0.0486576281855916,0.0533012530386037,0.112668198319,0.09090909,"ges","RM1"
"113",0.7,5,5,26,0.018885806834,0.0443127917053482,0.0481694634441026,0.109794896834,0.09090909,"ges","RM1"
"114",0.9,5,5,26,0.015373066089,0.0434751945367903,0.046113161906212,0.106282156089,0.09090909,"ges","RM1"
"115",0,3,5,26,0.022077188664,0.0584985287035422,0.0625258356184466,0.164934328664,0.14285714,"ges","RM1"
"116",0.1,3,5,26,0.020956059482,0.0577685371852587,0.0614520977472514,0.163813199482,0.14285714,"ges","RM1"
"117",0.3,3,5,26,0.021397582766,0.0563432130559892,0.0602695130700457,0.164254722766,0.14285714,"ges","RM1"
"118",0.5,3,5,26,0.020016356456,0.0551138531336686,0.0586360924091403,0.162873496456,0.14285714,"ges","RM1"
"119",0.7,3,5,26,0.015117529003,0.0488456040024517,0.0511315236768949,0.157974669003,0.14285714,"ges","RM1"
"120",0.9,3,5,26,0.018971240508,0.0500230397091437,0.0534996492339431,0.161828380508,0.14285714,"ges","RM1"
"121",0,1,5,26,0.00437527943600002,0.0616886408048869,0.0618436049603954,0.337708609436,0.33333333,"ges","RM1"
"122",0.1,1,5,26,0.00254890725700002,0.0614336839341973,0.0614865387701376,0.335882237257,0.33333333,"ges","RM1"
"123",0.3,1,5,26,-0.00100560576100001,0.0560181246399622,0.056027149946476,0.332327724239,0.33333333,"ges","RM1"
"124",0.5,1,5,26,-0.000573463193000001,0.055632649301735,0.0556356048620266,0.332759866807,0.33333333,"ges","RM1"
"125",0.7,1,5,26,0.000477571985000036,0.0575669853780633,0.0575689662971206,0.333810901985,0.33333333,"ges","RM1"
"126",0.9,1,5,26,0.00159346503300001,0.0598492460343691,0.0598704549982196,0.334926795033,0.33333333,"ges","RM1"
"127",0,5,6,26,0.020161665015,0.0503278805205587,0.0542161257733223,0.147434365015,0.1272727,"ges","RM1"
"128",0.1,5,6,26,0.022900589089,0.0527325845342923,0.0574905422855752,0.150173289089,0.1272727,"ges","RM1"
"129",0.3,5,6,26,0.02281256612,0.0498061331589897,0.0547819685045215,0.15008526612,0.1272727,"ges","RM1"
"130",0.5,5,6,26,0.019562626176,0.0504610828514539,0.0541203956512073,0.146835326176,0.1272727,"ges","RM1"
"131",0.7,5,6,26,0.019483172271,0.0481333037168182,0.0519269576273917,0.146755872271,0.1272727,"ges","RM1"
"132",0.9,5,6,26,0.017576358453,0.0464220844478996,0.0496380730987441,0.144849058453,0.1272727,"ges","RM1"
"133",0,3,6,26,0.019170516003,0.0554155107567303,0.0586377652733336,0.214701216003,0.1955307,"ges","RM1"
"134",0.1,3,6,26,0.017124332792,0.053943178507366,0.0565960182437662,0.212655032792,0.1955307,"ges","RM1"
"135",0.3,3,6,26,0.018926107995,0.0522725778393404,0.0555933445459824,0.214456807995,0.1955307,"ges","RM1"
"136",0.5,3,6,26,0.018457038199,0.0520624913990558,0.0552373539351416,0.213987738199,0.1955307,"ges","RM1"
"137",0.7,3,6,26,0.016791467448,0.0511896691572561,0.0538733292779143,0.212322167448,0.1955307,"ges","RM1"
"138",0.9,3,6,26,0.016503074378,0.050891147444794,0.0535000967491982,0.212033774378,0.1955307,"ges","RM1"
"139",0,1,6,26,0.00225609566699997,0.0554039588318424,0.0554498748591838,0.423942795667,0.4216867,"ges","RM1"
"140",0.1,1,6,26,0.000733624646999997,0.0525030754648442,0.0525082006775114,0.422420324647,0.4216867,"ges","RM1"
"141",0.3,1,6,26,0.0000207805809999684,0.0537613754942362,0.0537613795104331,0.421707480581,0.4216867,"ges","RM1"
"142",0.5,1,6,26,0.00113023282699998,0.0539778544430781,0.0539896860198442,0.422816932827,0.4216867,"ges","RM1"
"143",0.7,1,6,26,0.00222460194499996,0.0558819639674646,0.055926225964879,0.423911301945,0.4216867,"ges","RM1"
"144",0.9,1,6,26,-0.001031189431,0.060117802758301,0.0601266460076445,0.420655510569,0.4216867,"ges","RM1"
"145",0,5,3,32,0.018559222401,0.0393655887489608,0.0435211938448624,0.050817282401,0.03225806,"ges","RM1"
"146",0.1,5,3,32,0.018990526406,0.0404357899928682,0.0446731821736971,0.051248586406,0.03225806,"ges","RM1"
"147",0.3,5,3,32,0.016581388351,0.0375127768507376,0.0410140325583807,0.048839448351,0.03225806,"ges","RM1"
"148",0.5,5,3,32,0.016439376155,0.0364389167480647,0.0399755893282135,0.048697436155,0.03225806,"ges","RM1"
"149",0.7,5,3,32,0.013530911903,0.0353132405372656,0.0378168022731897,0.045788971903,0.03225806,"ges","RM1"
"150",0.9,5,3,32,0.014688831011,0.0356299299696109,0.0385389889087544,0.046946891011,0.03225806,"ges","RM1"
"151",0,3,3,32,0.014649054273,0.046467241118099,0.0487216511237135,0.067280634273,0.05263158,"ges","RM1"
"152",0.1,3,3,32,0.016882221894,0.0455091934951717,0.0485396344100286,0.069513801894,0.05263158,"ges","RM1"
"153",0.3,3,3,32,0.014296441077,0.0428842316714985,0.0452044859889247,0.066928021077,0.05263158,"ges","RM1"
"154",0.5,3,3,32,0.013649446245,0.0422283944121208,0.0443795524698118,0.066281026245,0.05263158,"ges","RM1"
"155",0.7,3,3,32,0.012871926426,0.0408957043690631,0.0428735947379988,0.065503506426,0.05263158,"ges","RM1"
"156",0.9,3,3,32,0.01236142766,0.0382281624549557,0.040177074289648,0.06499300766,0.05263158,"ges","RM1"
"157",0,1,3,32,0.00389073523,0.0619496624173428,0.0620717205678455,0.14674787523,0.14285714,"ges","RM1"
"158",0.1,1,3,32,0.00867454605000001,0.0592115185983077,0.0598435600870412,0.15153168605,0.14285714,"ges","RM1"
"159",0.3,1,3,32,0.00707989918500002,0.0582587765244286,0.0586873922967538,0.149937039185,0.14285714,"ges","RM1"
"160",0.5,1,3,32,0.000657805867000011,0.0489718930988059,0.0489763108271697,0.143514945867,0.14285714,"ges","RM1"
"161",0.7,1,3,32,0.00153061800500001,0.0459798529972498,0.0460053222260853,0.144387758005,0.14285714,"ges","RM1"
"162",0.9,1,3,32,0.000565433194000015,0.0383160889879094,0.038320260829309,0.143422573194,0.14285714,"ges","RM1"
"163",0,5,4,32,0.020047953785,0.0426454300000209,0.0471227455784591,0.078871483785,0.05882353,"ges","RM1"
"164",0.1,5,4,32,0.017966829272,0.0414592021922611,0.0451848691544856,0.076790359272,0.05882353,"ges","RM1"
"165",0.3,5,4,32,0.015138986096,0.039596642395771,0.0423920156283404,0.073962516096,0.05882353,"ges","RM1"
"166",0.5,5,4,32,0.016564925134,0.0405113157502078,0.0437671503357034,0.075388455134,0.05882353,"ges","RM1"
"167",0.7,5,4,32,0.014776664475,0.0383862414748127,0.0411321449424822,0.073600194475,0.05882353,"ges","RM1"
"168",0.9,5,4,32,0.017637999222,0.0392275336373646,0.0430104453804636,0.076461529222,0.05882353,"ges","RM1"
"169",0,3,4,32,0.014037316573,0.0472301007672592,0.0492719867171609,0.108376936573,0.09433962,"ges","RM1"
"170",0.1,3,4,32,0.016615503698,0.0472384716996296,0.0500754248275036,0.110955123698,0.09433962,"ges","RM1"
"171",0.3,3,4,32,0.014138663115,0.0458731629969293,0.0480025924093929,0.108478283115,0.09433962,"ges","RM1"
"172",0.5,3,4,32,0.014889763063,0.0450956221583827,0.0474902114327141,0.109229383063,0.09433962,"ges","RM1"
"173",0.7,3,4,32,0.013611912929,0.0458501850833014,0.0478280633703652,0.107951532929,0.09433962,"ges","RM1"
"174",0.9,3,4,32,0.01004137374,0.0428231305900539,0.0439846530066929,0.10438099374,0.09433962,"ges","RM1"
"175",0,1,4,32,0.00347270688899998,0.0617093949799786,0.0618070313308438,0.241567946889,0.23809524,"ges","RM1"
"176",0.1,1,4,32,0.00327874238799999,0.0580183123559388,0.058110882976239,0.241373982388,0.23809524,"ges","RM1"
"177",0.3,1,4,32,0.001490932019,0.055310540264426,0.0553306311425052,0.239586172019,0.23809524,"ges","RM1"
"178",0.5,1,4,32,-0.00122082120900002,0.0517269812748173,0.0517413857200369,0.236874418791,0.23809524,"ges","RM1"
"179",0.7,1,4,32,0.00106540603699998,0.0492711921646213,0.049282709618554,0.239160646037,0.23809524,"ges","RM1"
"180",0.9,1,4,32,-0.00106636776000002,0.0459981604257033,0.0460105194792267,0.23702887224,0.23809524,"ges","RM1"
"181",0,5,5,32,0.015937448374,0.0430137739946629,0.0458714182682186,0.106846538374,0.09090909,"ges","RM1"
"182",0.1,5,5,32,0.019663718494,0.041924347496401,0.0463067245441767,0.110572808494,0.09090909,"ges","RM1"
"183",0.3,5,5,32,0.017711530432,0.0426014212975479,0.0461365300690769,0.108620620432,0.09090909,"ges","RM1"
"184",0.5,5,5,32,0.016246490531,0.0420917498450054,0.0451183317465128,0.107155580531,0.09090909,"ges","RM1"
"185",0.7,5,5,32,0.013272769336,0.0411893071812863,0.0432749977691625,0.104181859336,0.09090909,"ges","RM1"
"186",0.9,5,5,32,0.011941529942,0.0405052546936406,0.0422288502703114,0.102850619942,0.09090909,"ges","RM1"
"187",0,3,5,32,0.016879109799,0.0494289428575325,0.0522314535468803,0.159736249799,0.14285714,"ges","RM1"
"188",0.1,3,5,32,0.015952750438,0.0510925468066271,0.0535251210715538,0.158809890438,0.14285714,"ges","RM1"
"189",0.3,3,5,32,0.014948557655,0.0483047093591083,0.0505648526373091,0.157805697655,0.14285714,"ges","RM1"
"190",0.5,3,5,32,0.016212123959,0.0473676340590911,0.050065214666652,0.159069263959,0.14285714,"ges","RM1"
"191",0.7,3,5,32,0.012971733703,0.0468496830528101,0.0486123305079104,0.155828873703,0.14285714,"ges","RM1"
"192",0.9,3,5,32,0.010713693273,0.0437551716856223,0.0450477332702347,0.153570833273,0.14285714,"ges","RM1"
"193",0,1,5,32,0.00192347796500003,0.0542559961575611,0.0542900809221272,0.335256807965,0.33333333,"ges","RM1"
"194",0.1,1,5,32,-0.00272844298199998,0.0550811501280893,0.055148685392665,0.330604887018,0.33333333,"ges","RM1"
"195",0.3,1,5,32,0.000345544075000037,0.0507659129646996,0.0507670889439923,0.333678874075,0.33333333,"ges","RM1"
"196",0.5,1,5,32,-0.00245691216099997,0.0508519227252873,0.0509112410202841,0.330876417839,0.33333333,"ges","RM1"
"197",0.7,1,5,32,-0.00318130427199997,0.0496816467185597,0.0497833980111725,0.330152025728,0.33333333,"ges","RM1"
"198",0.9,1,5,32,-0.00425646925699996,0.0525271445716481,0.0526993211283277,0.329076860743,0.33333333,"ges","RM1"
"199",0,5,6,32,0.016905695715,0.045730249018038,0.0487550840719195,0.144178395715,0.1272727,"ges","RM1"
"200",0.1,5,6,32,0.017688418542,0.0440787957003615,0.047495477478505,0.144961118542,0.1272727,"ges","RM1"
"201",0.3,5,6,32,0.013830559855,0.0448340784180965,0.0469188552023892,0.141103259855,0.1272727,"ges","RM1"
"202",0.5,5,6,32,0.014389894735,0.0421056520073061,0.0444966852860383,0.141662594735,0.1272727,"ges","RM1"
"203",0.7,5,6,32,0.015731291891,0.0417865870560798,0.0446496629590323,0.143003991891,0.1272727,"ges","RM1"
"204",0.9,5,6,32,0.013455290957,0.0427611051257439,0.0448280823403416,0.140727990957,0.1272727,"ges","RM1"
"205",0,3,6,32,0.016507897819,0.0525293673982433,0.0550621932877921,0.212038597819,0.1955307,"ges","RM1"
"206",0.1,3,6,32,0.015260504554,0.0506707850070483,0.0529189139389043,0.210791204554,0.1955307,"ges","RM1"
"207",0.3,3,6,32,0.012605585738,0.0482912583091779,0.049909382092767,0.208136285738,0.1955307,"ges","RM1"
"208",0.5,3,6,32,0.013384257405,0.0463007861104645,0.0481964847341617,0.208914957405,0.1955307,"ges","RM1"
"209",0.7,3,6,32,0.014994069788,0.0463733650178603,0.0487371635601327,0.210524769788,0.1955307,"ges","RM1"
"210",0.9,3,6,32,0.012826167481,0.0456933774665415,0.0474594070396007,0.208356867481,0.1955307,"ges","RM1"
"211",0,1,6,32,-0.00265676005300003,0.04611406450605,0.0461905327880872,0.419029939947,0.4216867,"ges","RM1"
"212",0.1,1,6,32,-0.00212365236600004,0.0455536294447353,0.0456031035671901,0.419563047634,0.4216867,"ges","RM1"
"213",0.3,1,6,32,-0.002989742746,0.0474642712941544,0.0475583390287376,0.418696957254,0.4216867,"ges","RM1"
"214",0.5,1,6,32,-0.00411328197500005,0.0461252195115781,0.0463082602091368,0.417573418025,0.4216867,"ges","RM1"
"215",0.7,1,6,32,-0.00253692404100003,0.0511020669729621,0.0511650000732816,0.419149775959,0.4216867,"ges","RM1"
"216",0.9,1,6,32,-0.00106092777800004,0.0566918929021706,0.0567018190941112,0.420625772222,0.4216867,"ges","RM1"
"217",0,5,3,38,0.0160831277,0.0364380000985649,0.0398295725284307,0.0483411877,0.03225806,"ges","RM1"
"218",0.1,5,3,38,0.011362551398,0.033097830547787,0.0349939132027588,0.043620611398,0.03225806,"ges","RM1"
"219",0.3,5,3,38,0.012454378799,0.0324317424194896,0.0347408904266011,0.044712438799,0.03225806,"ges","RM1"
"220",0.5,5,3,38,0.013617469526,0.0336292100555841,0.0362816654145608,0.045875529526,0.03225806,"ges","RM1"
"221",0.7,5,3,38,0.011034925516,0.0316530371430128,0.0335214012463771,0.043292985516,0.03225806,"ges","RM1"
"222",0.9,5,3,38,0.013882358485,0.0330928815963032,0.0358867481036245,0.046140418485,0.03225806,"ges","RM1"
"223",0,3,3,38,0.013799287408,0.0420542174593924,0.0442603382170816,0.066430867408,0.05263158,"ges","RM1"
"224",0.1,3,3,38,0.013304409075,0.0427956186963686,0.0448159824218985,0.065935989075,0.05263158,"ges","RM1"
"225",0.3,3,3,38,0.010454441536,0.0399615340481468,0.0413064105353012,0.063086021536,0.05263158,"ges","RM1"
"226",0.5,3,3,38,0.011080338918,0.0387542394168159,0.0403071331567209,0.063711918918,0.05263158,"ges","RM1"
"227",0.7,3,3,38,0.010362153746,0.0364967621350164,0.0379392656306855,0.062993733746,0.05263158,"ges","RM1"
"228",0.9,3,3,38,0.009244555642,0.0354442331338987,0.0366299805005162,0.061876135642,0.05263158,"ges","RM1"
"229",0,1,3,38,0.003048746504,0.0583936902334004,0.0584732239090678,0.145905886504,0.14285714,"ges","RM1"
"230",0.1,1,3,38,0.00357418228100001,0.0549716054620173,0.0550876772613395,0.146431322281,0.14285714,"ges","RM1"
"231",0.3,1,3,38,0.003255499317,0.0508876076973444,0.0509916355195811,0.146112639317,0.14285714,"ges","RM1"
